ID_Porcentajes,Copia de residential_percent_change_from_baseline,Copia de workplaces_percent_change_from_baseline,Copia de transit_stations_percent_change_from_baseline,Copia de parks_percent_change_from_baseline,Copia de grocery_and_pharmacy_percent_change_from_baseline,Copia de retail_and_recreation_percent_change_from_baseline,ErrorCode,ErrorColumn
SVSV-SV2020-03-31-68.782822,0,-55,0,-56,0,-66,-1071607685,0
SVSV-SV2020-04-01-60.416035,0,-54,0,-54,0,-59,-1071607685,0
SVSV-SV2020-04-02-71.312637,0,-52,0,-54,0,-67,-1071607685,0
SVSV-SV2020-04-03-64.57164,0,-52,0,-52,0,-63,-1071607685,0
SVSV-SV2020-04-04-100.63654,0,-43,0,-60,0,-70,-1071607685,0
SVSV-SV2020-04-050,0,-36,0,-66,0,0,-1071607685,0
SVSV-SV2020-04-060,0,-57,0,-57,0,0,-1071607685,0
SVSV-SV2020-04-07-71.950241,0,-59,0,-62,0,-67,-1071607685,0
SVSV-SV2020-04-08-74.011215,0,-60,0,-63,0,-69,-1071607685,0
SVSV-SV2020-04-090,0,-65,0,-62,0,0,-1071607685,0
SVSV-SV2020-04-100,0,-72,0,-69,0,0,-1071607685,0
SVSV-SV2020-04-110,0,-57,0,-71,0,0,-1071607685,0
SVSV-SV2020-04-120,0,-41,0,-72,0,0,-1071607685,0
SVSV-SV2020-04-130,0,-57,0,-67,0,0,-1071607685,0
SVSV-SV2020-04-14-79.799988,0,-55,0,-67,0,-64,-1071607685,0
SVSV-SV2020-04-15-73.330009,0,-57,0,-61,0,-67,-1071607685,0
SVSV-SV2020-04-16-70.011093,0,-55,0,-57,0,-66,-1071607685,0
SVSV-SV2020-04-17-69.971771,0,-51,0,-58,0,-60,-1071607685,0
SVSV-SV2020-04-18-101.83054,0,-42,0,-61,0,-68,-1071607685,0
SVSV-SV2020-04-190,0,-46,0,-69,0,0,-1071607685,0
SVSV-SV2020-04-20-77.67234,0,-54,0,-64,0,-64,-1071607685,0
SVSV-SV2020-04-21-70.157051,0,-56,0,-60,0,-64,-1071607685,0
SVSV-SV2020-04-22-67.749969,0,-57,0,-59,0,-64,-1071607685,0
SVSV-SV2020-04-23-69.867157,0,-57,0,-59,0,-66,-1071607685,0
SVSV-SV2020-04-24-62.492336,0,-53,0,-53,0,-61,-1071607685,0
SVSV-SV2020-04-25-99.136826,0,-40,0,-60,0,-64,-1071607685,0
SVSV-SV2020-04-260,0,-40,0,-69,0,0,-1071607685,0
SVSV-SV2020-04-270,0,-52,0,-59,0,0,-1071607685,0
SVSV-SV2020-04-28-69.56694,0,-53,0,-59,0,-61,-1071607685,0
SVSV-SV2020-04-29-62.58567,0,-55,0,-59,0,-57,-1071607685,0
SVSV-SV2020-04-30-62.312332,0,-54,0,-53,0,-62,-1071607685,0
SVSV-SV2020-05-01-63.254604,0,-67,0,-63,0,-66,-1071607685,0
SVSV-SV2020-05-02-88.352959,0,-42,0,-59,0,-61,-1071607685,0
SVSV-SV2020-05-03-133.56532,0,-39,0,-70,0,-72,-1071607685,0
SVSV-SV2020-05-040,0,-49,0,-57,0,0,-1071607685,0
SVSV-SV2020-05-05-68.59259,0,-52,0,-60,0,-58,-1071607685,0
SVSV-SV2020-05-06-55.220181,0,-54,0,-52,0,-56,-1071607685,0
SVSV-SV2020-05-070,0,-58,0,-65,0,0,-1071607685,0
SVSV-SV2020-05-08-83.373123,0,-55,0,-64,0,-70,-1071607685,0
SVSV-SV2020-05-09-99.575058,0,-47,0,-66,0,-69,-1071607685,0
SVSV-SV2020-05-100,0,-34,0,-66,0,0,-1071607685,0
SVSV-SV2020-05-110,0,-56,0,-65,0,0,-1071607685,0
SVSV-SV2020-05-12-75.509819,0,-58,0,-63,0,-68,-1071607685,0
SVSV-SV2020-05-13-76.613441,0,-57,0,-61,0,-70,-1071607685,0
SVSV-SV2020-05-14-74.541862,0,-56,0,-60,0,-68,-1071607685,0
SVSV-SV2020-05-15-74.636551,0,-51,0,-58,0,-64,-1071607685,0
SVSV-SV2020-05-16-110.7002,0,-43,0,-66,0,-70,-1071607685,0
SVSV-SV2020-05-170,0,-41,0,-72,0,0,-1071607685,0
SVSV-SV2020-05-18-74.30864,0,-52,0,-58,0,-65,-1071607685,0
SVSV-SV2020-05-19-71.604187,0,-54,0,-59,0,-64,-1071607685,0
SVSV-SV2020-05-20-70.814766,0,-56,0,-57,0,-68,-1071607685,0
SVSV-SV2020-05-21-66.560036,0,-54,0,-54,0,-65,-1071607685,0
SVSV-SV2020-05-22-62.093658,0,-49,0,-52,0,-57,-1071607685,0
SVSV-SV2020-05-23-104.53432,0,-38,0,-60,0,-64,-1071607685,0
SVSV-SV2020-05-240,0,-33,0,-69,0,0,-1071607685,0
SVSV-SV2020-05-250,0,-51,0,-61,0,0,-1071607685,0
SVSV-SV2020-05-26-70.473366,0,-49,0,-58,0,-58,-1071607685,0
SVSV-SV2020-05-27-58.611408,0,-51,0,-55,0,-53,-1071607685,0
SVSV-SV2020-05-28-66.432968,0,-51,0,-56,0,-59,-1071607685,0
SVSV-SV2020-05-29-75.319344,0,-48,0,-55,0,-64,-1071607685,0
SVSV-SV2020-05-30-111.55206,0,-42,0,-64,0,-71,-1071607685,0
SVSV-SV2020-05-310,0,-45,0,-71,0,0,-1071607685,0
SVSV-SV2020-06-01-75.788101,0,-57,0,-64,0,-66,-1071607685,0
SVSV-SV2020-06-02-67.266724,0,-53,0,-58,0,-60,-1071607685,0
SVSV-SV2020-06-03-71.905807,0,-53,0,-60,0,-62,-1071607685,0
SVSV-SV2020-06-04-69.025223,0,-54,0,-56,0,-65,-1071607685,0
SVSV-SV2020-06-05-66.802818,0,-53,0,-54,0,-64,-1071607685,0
SVSV-SV2020-06-06-102.62875,0,-38,0,-58,0,-65,-1071607685,0
SVSV-SV2020-06-07-155.24973,0,-26,0,-60,0,-64,-1071607685,0
SVSV-SV2020-06-080,0,-46,0,-53,0,0,-1071607685,0
SVSV-SV2020-06-09-57.837551,0,-48,0,-51,0,-53,-1071607685,0
SVSV-SV2020-06-10-61.239758,0,-48,0,-54,0,-53,-1071607685,0
SVSV-SV2020-06-11-59.036594,0,-47,0,-50,0,-54,-1071607685,0
SVSV-SV2020-06-12-51.755936,0,-43,0,-48,0,-45,-1071607685,0
SVSV-SV2020-06-13-128.38873,0,-27,0,-56,0,-59,-1071607685,0
SVSV-SV2020-06-14-158.17479,0,-24,0,-58,0,-62,-1071607685,0
SVSV-SV2020-06-150,0,-44,0,-50,0,0,-1071607685,0
SVSV-SV2020-06-160,0,-41,0,-48,0,0,-1071607685,0
SVSV-SV2020-06-170,0,-57,0,-48,0,0,-1071607685,0
SVSV-SV2020-06-18-69.031128,0,-44,0,-50,0,-59,-1071607685,0
SVSV-SV2020-06-19-57.295284,0,-39,0,-46,0,-47,-1071607685,0
SVSV-SV2020-06-20-97.107582,0,-27,0,-49,0,-51,-1071607685,0
SVSV-SV2020-06-21-108.92356,0,-28,0,-52,0,-56,-1071607685,0
SVSV-SV2020-06-220,0,-42,0,-40,0,0,-1071607685,0
SVSV-SV2020-06-230,0,-44,0,-45,0,0,-1071607685,0
SVSV-SV2020-06-240,0,-45,0,-50,0,0,-1071607685,0
SVSV-SV2020-06-25-50.451225,0,-44,0,-44,0,-49,-1071607685,0
SVSV-SV2020-06-260,0,-40,0,-45,0,0,-1071607685,0
SVSV-SV2020-06-27-87.976723,0,-28,0,-48,0,-49,-1071607685,0
SVSV-SV2020-06-28-122.8178,0,-25,0,-53,0,-55,-1071607685,0
SVSV-SV2020-06-290,0,-41,0,-49,0,0,-1071607685,0
SVSV-SV2020-06-300,0,-41,0,-44,0,0,-1071607685,0
SVSV-SV2020-07-010,0,-44,0,-47,0,0,-1071607685,0
SVSV-SV2020-07-02-53.891079,0,-44,0,-49,0,-47,-1071607685,0
SVSV-SV2020-07-030,0,-41,0,-49,0,0,-1071607685,0
SVSV-SV2020-07-04-103.01466,0,-26,0,-49,0,-52,-1071607685,0
SVSV-SV2020-07-05-126.09608,0,-27,0,-55,0,-59,-1071607685,0
SVSV-SV2020-07-060,0,-41,0,-47,0,0,-1071607685,0
SVSV-SV2020-07-070,0,-44,0,-50,0,0,-1071607685,0
SVSV-SV2020-07-080,0,-45,0,-51,0,0,-1071607685,0
SVSV-SV2020-07-09-56.869057,0,-46,0,-48,0,-53,-1071607685,0
SVSV-SV2020-07-10-66.692932,0,-41,0,-53,0,-50,-1071607685,0
SVSV-SV2020-07-11-85.263824,0,-30,0,-49,0,-50,-1071607685,0
SVSV-SV2020-07-12-110.66896,0,-30,0,-53,0,-60,-1071607685,0
SVSV-SV2020-07-130,0,-46,0,-50,0,0,-1071607685,0
SVSV-SV2020-07-140,0,-42,0,-49,0,0,-1071607685,0
SVSV-SV2020-07-150,0,-40,0,-48,0,0,-1071607685,0
SVSV-SV2020-07-16-54.525253,0,-40,0,-44,0,-48,-1071607685,0
SVSV-SV2020-07-17-60.411503,0,-40,0,-45,0,-52,-1071607685,0
SVSV-SV2020-07-18-117.32583,0,-23,0,-50,0,-51,-1071607685,0
SVSV-SV2020-07-19-144.01289,0,-21,0,-49,0,-58,-1071607685,0
SVSV-SV2020-07-200,0,-44,0,-47,0,0,-1071607685,0
SVSV-SV2020-07-210,0,-42,0,-46,0,0,-1071607685,0
SVSV-SV2020-07-220,0,-42,0,-45,0,0,-1071607685,0
SVSV-SV2020-07-23-47.112896,0,-41,0,-39,0,-48,-1071607685,0
SVSV-SV2020-07-240,0,-40,0,-37,0,0,-1071607685,0
SVSV-SV2020-07-25-90.724052,0,-26,0,-44,0,-51,-1071607685,0
SVSV-SV2020-07-26-121.53748,0,-22,0,-45,0,-56,-1071607685,0
SVSV-SV2020-07-270,0,-43,0,-45,0,0,-1071607685,0
SVSV-SV2020-07-280,0,-41,0,-45,0,0,-1071607685,0
SVSV-SV2020-07-29-52.331001,0,-43,0,-42,0,-52,-1071607685,0
SVSV-SV2020-07-30-52.175919,0,-40,0,-43,0,-47,-1071607685,0
SVSV-SV2020-07-31-50.52636,0,-36,0,-39,0,-45,-1071607685,0
SVSV-SV2020-08-01-71.317841,0,-26,0,-36,0,-49,-1071607685,0
SVSV-SV2020-08-02-86.565063,0,-24,0,-41,0,-48,-1071607685,0
SVSV-SV2020-08-030,0,-46,0,-40,0,0,-1071607685,0
SVSV-SV2020-08-040,0,-47,0,-42,0,0,-1071607685,0
SVSV-SV2020-08-050,0,-51,0,-42,0,0,-1071607685,0
SVSV-SV2020-08-06-36.027084,0,-59,0,-40,0,-52,-1071607685,0
SVSV-SV2020-08-07-49.528942,0,-41,0,-41,0,-48,-1071607685,0
SVSV-SV2020-08-08-97.311424,0,-23,0,-45,0,-47,-1071607685,0
SVSV-SV2020-08-09-120.37998,0,-22,0,-48,0,-52,-1071607685,0
SVSV-SV2020-08-100,0,-44,0,-47,0,0,-1071607685,0
SVSV-SV2020-08-110,0,-42,0,-45,0,0,-1071607685,0
SVSV-SV2020-08-120,0,-43,0,-39,0,0,-1071607685,0
SVSV-SV2020-08-13-46.173004,0,-43,0,-41,0,-47,-1071607685,0
SVSV-SV2020-08-14-60.502018,0,-37,0,-46,0,-47,-1071607685,0
SVSV-SV2020-08-15-100.88423,0,-20,0,-42,0,-45,-1071607685,0
SVSV-SV2020-08-16-120.39924,0,-21,0,-44,0,-54,-1071607685,0
SVSV-SV2020-08-17-0,0,-43,0,0,0,0,-1071607685,0
SVSV-SV2020-08-18-0,0,-40,0,0,0,0,-1071607685,0
SVSV-SV2020-08-19-0,0,-39,0,0,0,0,-1071607685,0
SVSV-SV2020-08-20-0,0,-41,0,0,0,0,-1071607685,0
SVSV-SV2020-08-21-0,0,-38,0,0,0,0,-1071607685,0
SVSV-SV2020-08-22-0,0,-25,0,0,0,0,-1071607685,0
SVSV-SV2020-08-23-0,0,-27,0,0,0,0,-1071607685,0
SVSV-SV2020-08-24-0,0,-41,0,0,0,0,-1071607685,0
SVSV-SV2020-08-25-0,0,-36,0,0,0,0,-1071607685,0
SVSV-SV2020-08-26-0,0,-38,0,0,0,0,-1071607685,0
SVSV-SV2020-08-27-0,0,-38,0,0,0,0,-1071607685,0
SVSV-SV2020-08-28-0,0,-37,0,0,0,0,-1071607685,0
SVSV-SV2020-08-29-0,0,-22,0,0,0,0,-1071607685,0
SVSV-SV2020-08-30-0,0,-19,0,0,0,0,-1071607685,0
SVSV-SV2020-08-31-0,0,-37,0,0,0,0,-1071607685,0
SVSV-SV2020-09-01-0,0,-37,0,0,0,0,-1071607685,0
SVSV-SV2020-09-02-0,0,-39,0,0,0,0,-1071607685,0
SVSV-SV2020-09-03-0,0,-41,0,0,0,0,-1071607685,0
SVSV-SV2020-09-04-0,0,-35,0,0,0,0,-1071607685,0
SVSV-SV2020-09-05-0,0,-23,0,0,0,0,-1071607685,0
SVSV-SV2020-09-06-0,0,-31,0,0,0,0,-1071607685,0
SVSV-SV2020-09-07-0,0,-43,0,0,0,0,-1071607685,0
SVSV-SV2020-09-08-0,0,-40,0,0,0,0,-1071607685,0
SVSV-SV2020-09-09-0,0,-39,0,0,0,0,-1071607685,0
SVSV-SV2020-09-10-0,0,-40,0,0,0,0,-1071607685,0
SVSV-SV2020-09-11-0,0,-36,0,0,0,0,-1071607685,0
SVSV-SV2020-09-12-0,0,-23,0,0,0,0,-1071607685,0
SVSV-SV2020-09-13-0,0,-27,0,0,0,0,-1071607685,0
SVSV-SV2020-09-14-0,0,-35,0,0,0,0,-1071607685,0
SVSV-SV2020-09-15-0,0,-55,0,0,0,0,-1071607685,0
SVSV-SV2020-09-16-0,0,-38,0,0,0,0,-1071607685,0
SVSV-SV2020-09-17-0,0,-39,0,0,0,0,-1071607685,0
SVSV-SV2020-09-18-0,0,-33,0,0,0,0,-1071607685,0
SVSV-SV2020-09-19-0,0,-23,0,0,0,0,-1071607685,0
SVSV-SV2020-09-20-0,0,-20,0,0,0,0,-1071607685,0
SVSV-SV2020-09-21-0,0,-38,0,0,0,0,-1071607685,0
SVSV-SV2020-09-22-0,0,-36,0,0,0,0,-1071607685,0
SVSV-SV2020-09-23-0,0,-38,0,0,0,0,-1071607685,0
SVSV-SV2020-09-24-0,0,-38,0,0,0,0,-1071607685,0
SVSV-SV2020-09-25-0,0,-34,0,0,0,0,-1071607685,0
SVSV-SV2020-09-26-0,0,-21,0,0,0,0,-1071607685,0
SVSV-SV2020-09-27-0,0,-26,0,0,0,0,-1071607685,0
SVSV-UN2020-02-15-0,0,2,0,-15,0,0,-1071607685,0
SVSV-UN2020-02-1618.962498,0,0,0,-8,0,-3,-1071607685,0
SVSV-UN2020-02-174.0913119,0,9,0,-14,-2,-1,-1071607685,0
SVSV-UN2020-02-182.202141,0,6,0,-4,0,-4,-1071607685,0
SVSV-UN2020-02-19-3.830405,0,5,0,-12,0,2,-1071607685,0
SVSV-UN2020-02-201.3308079,0,7,0,-11,0,-1,-1071607685,0
SVSV-UN2020-02-21-4.070662,0,12,0,-18,0,3,-1071607685,0
SVSV-UN2020-02-228.1396103,0,5,0,-17,0,-3,-1071607685,0
SVSV-UN2020-02-2312.641665,0,0,0,-16,0,-1,-1071607685,0
SVSV-UN2020-02-242.5902107,0,8,0,-6,-3,-1,-1071607685,0
SVSV-UN2020-02-251.2387044,0,6,0,-9,0,-1,-1071607685,0
SVSV-UN2020-02-26-8.1826239,0,9,0,-12,0,7,-1071607685,0
SVSV-UN2020-02-27-13.066114,0,7,0,-12,0,9,-1071607685,0
SVSV-UN2020-02-28-11.413984,0,11,0,-20,0,7,-1071607685,0
SVSV-UN2020-02-29-11.970016,0,5,0,-15,0,5,-1071607685,0
SVSV-UN2020-03-01-3.2665286,0,7,0,-9,0,3,-1071607685,0
SVSV-UN2020-03-02-4.23948,0,11,0,-13,-3,7,-1071607685,0
SVSV-UN2020-03-030.97132903,0,8,0,1,0,9,-1071607685,0
SVSV-UN2020-03-04-6.2244081,0,5,0,-3,0,13,-1071607685,0
SVSV-UN2020-03-050,0,8,0,0,0,8,-1071607685,0
SVSV-UN2020-03-06-9.0459156,0,12,0,-15,0,8,-1071607685,0
SVSV-UN2020-03-07-33.071457,0,2,0,-12,0,9,-1071607685,0
SVSV-UN2020-03-08-5.6263328,0,3,0,-4,0,6,-1071607685,0
SVSV-UN2020-03-09-8.8645096,0,9,0,-13,0,7,-1071607685,0
SVSV-UN2020-03-103.8537469,0,6,0,7,0,4,-1071607685,0
SVSV-UN2020-03-11-12.387044,0,6,0,-10,0,9,-1071607685,0
SVSV-UN2020-03-1222.49391,0,-5,0,-12,0,7,-1071607685,0
SVSV-UN2020-03-13-542.05438,0,-1,0,-24,0,6,-1071607685,0
SVSV-UN2020-03-14-16.535728,0,2,0,-27,0,2,-1071607685,0
SVSV-UN2020-03-15-101.3868,0,-6,0,-32,0,-15,-1071607685,0
SVSV-UN2020-03-16-24.50181,0,-6,0,-29,0,-4,-1071607685,0
SVSV-UN2020-03-17-41.399807,0,-11,0,-31,0,-13,-1071607685,0
SVSV-UN2020-03-18-30.580273,0,-15,0,-28,0,-15,-1071607685,0
SVSV-UN2020-03-19-29.190182,0,-26,0,-38,0,-19,-1071607685,0
SVSV-UN2020-03-20-54.985451,0,-28,0,-49,0,-30,-1071607685,0
SVSV-UN2020-03-21-83.862167,0,-28,0,-59,0,-38,-1071607685,0
SVSV-UN2020-03-22-112.80363,0,-47,0,-77,0,-67,-1071607685,0
SVSV-UN2020-03-23-68.266708,0,-54,0,-60,0,-60,-1071607685,0
SVSV-UN2020-03-24-73.324196,0,-58,0,-64,0,-65,-1071607685,0
SVSV-UN2020-03-25-77.117943,0,-56,0,-67,0,-63,-1071607685,0
SVSV-UN2020-03-26-72.495613,0,-56,0,-62,0,-64,-1071607685,0
SVSV-UN2020-03-27-76.949844,0,-52,0,-64,0,-61,-1071607685,0
SVSV-UN2020-03-28-91.066505,0,-49,0,-69,0,-63,-1071607685,0
SVSV-UN2020-03-29-138.74608,0,-37,0,-74,0,-67,-1071607685,0
SVSV-UN2020-03-30-56.174965,0,-52,0,-57,0,-50,-1071607685,0
SVSV-UN2020-03-31-56.30526,0,-50,0,-56,0,-49,-1071607685,0
SVSV-UN2020-04-01-59.834599,0,-50,0,-54,0,-54,-1071607685,0
SVSV-UN2020-04-02-67.71405,0,-50,0,-60,0,-55,-1071607685,0
SVSV-UN2020-04-03-71.78875,0,-48,0,-61,0,-55,-1071607685,0
SVSV-UN2020-04-04-84.716026,0,-45,0,-65,0,-57,-1071607685,0
SVSV-UN2020-04-05-134.73695,0,-36,0,-72,0,-65,-1071607685,0
SVSV-UN2020-04-06-54.348763,0,-51,0,-53,0,-51,-1071607685,0
SVSV-UN2020-04-07-62.285282,0,-59,0,-62,0,-58,-1071607685,0
SVSV-UN2020-04-08-69.940002,0,-58,0,-62,0,-64,-1071607685,0
SVSV-UN2020-04-09-78.206062,0,-63,0,-68,0,-71,-1071607685,0
SVSV-UN2020-04-10-88.383766,0,-70,0,-75,0,-81,-1071607685,0
SVSV-UN2020-04-11-101.79019,0,-58,0,-75,0,-77,-1071607685,0
SVSV-UN2020-04-12-123.47276,0,-45,0,-75,0,-72,-1071607685,0
SVSV-UN2020-04-13-65.024506,0,-53,0,-58,0,-58,-1071607685,0
SVSV-UN2020-04-14-73.342819,0,-52,0,-61,0,-61,-1071607685,0
SVSV-UN2020-04-15-73.550781,0,-51,0,-62,0,-59,-1071607685,0
SVSV-UN2020-04-16-71.137962,0,-51,0,-58,0,-61,-1071607685,0
SVSV-UN2020-04-17-80.797112,0,-48,0,-64,0,-59,-1071607685,0
SVSV-UN2020-04-18-95.319206,0,-49,0,-70,0,-65,-1071607685,0
SVSV-UN2020-04-19-132.61537,0,-42,0,-74,0,-73,-1071607685,0
SVSV-UN2020-04-20-68.043251,0,-49,0,-56,0,-58,-1071607685,0
SVSV-UN2020-04-21-67.61927,0,-51,0,-59,0,-57,-1071607685,0
SVSV-UN2020-04-22-76.168053,0,-50,0,-64,0,-58,-1071607685,0
SVSV-UN2020-04-23-75.333603,0,-49,0,-62,0,-58,-1071607685,0
SVSV-UN2020-04-24-82.432579,0,-47,0,-65,0,-58,-1071607685,0
SVSV-UN2020-04-25-96.034363,0,-45,0,-70,0,-60,-1071607685,0
SVSV-UN2020-04-26-137.58878,0,-41,0,-77,0,-71,-1071607685,0
SVSV-UN2020-04-27-80.385666,0,-46,0,-62,0,-58,-1071607685,0
SVSV-UN2020-04-28-62.050697,0,-50,0,-56,0,-54,-1071607685,0
SVSV-UN2020-04-29-71.638962,0,-48,0,-62,0,-54,-1071607685,0
SVSV-UN2020-04-30-69.00692,0,-49,0,-61,0,-54,-1071607685,0
SVSV-UN2020-05-01-77.0457,0,-55,0,-69,0,-60,-1071607685,0
SVSV-UN2020-05-02-94.23893,0,-43,0,-69,0,-57,-1071607685,0
SVSV-UN2020-05-03-160.45708,0,-33,0,-76,0,-67,-1071607685,0
SVSV-UN2020-05-04-71.134026,0,-45,0,-61,0,-51,-1071607685,0
SVSV-UN2020-05-05-68.582649,0,-46,0,-59,0,-52,-1071607685,0
SVSV-UN2020-05-06-61.922829,0,-47,0,-59,0,-48,-1071607685,0
SVSV-UN2020-05-07-96.027458,0,-56,0,-72,0,-73,-1071607685,0
SVSV-UN2020-05-08-110.97132,0,-54,0,-77,0,-76,-1071607685,0
SVSV-UN2020-05-09-119.53817,0,-47,0,-77,0,-71,-1071607685,0
SVSV-UN2020-05-10-150.64766,0,-35,0,-77,0,-66,-1071607685,0
SVSV-UN2020-05-11-82.277145,0,-51,0,-66,0,-62,-1071607685,0
SVSV-UN2020-05-12-78.848045,0,-54,0,-66,0,-63,-1071607685,0
SVSV-UN2020-05-13-84.750267,0,-55,0,-69,0,-66,-1071607685,0
SVSV-UN2020-05-14-71.057533,0,-51,0,-62,0,-57,-1071607685,0
SVSV-UN2020-05-15-95.518616,0,-48,0,-72,0,-62,-1071607685,0
SVSV-UN2020-05-16-115.24124,0,-45,0,-72,0,-70,-1071607685,0
SVSV-UN2020-05-17-148.96141,0,-38,0,-76,0,-72,-1071607685,0
SVSV-UN2020-05-18-93.122093,0,-48,0,-68,0,-64,-1071607685,0
SVSV-UN2020-05-19-77.763718,0,-49,0,-64,0,-58,-1071607685,0
SVSV-UN2020-05-20-83.242279,0,-51,0,-69,0,-60,-1071607685,0
SVSV-UN2020-05-21-73.787796,0,-50,0,-62,0,-58,-1071607685,0
SVSV-UN2020-05-22-90.386627,0,-45,0,-67,0,-59,-1071607685,0
SVSV-UN2020-05-23-136.3492,0,-36,0,-74,0,-64,-1071607685,0
SVSV-UN2020-05-24-181.97949,0,-33,0,-77,0,-75,-1071607685,0
SVSV-UN2020-05-25-88.723778,0,-46,0,-63,0,-63,-1071607685,0
SVSV-UN2020-05-26-80.029305,0,-44,0,-60,0,-57,-1071607685,0
SVSV-UN2020-05-27-73.358437,0,-47,0,-61,0,-55,-1071607685,0
SVSV-UN2020-05-28-76.713165,0,-45,0,-61,0,-55,-1071607685,0
SVSV-UN2020-05-29-98.49221,0,-44,0,-69,0,-61,-1071607685,0
SVSV-UN2020-05-30-116.0191,0,-44,0,-74,0,-67,-1071607685,0
SVSV-UN2020-05-31-141.16252,0,-41,0,-79,0,-71,-1071607685,0
SVSV-UN2020-06-01-97.824341,0,-58,0,-75,0,-74,-1071607685,0
SVSV-UN2020-06-02-82.537048,0,-53,0,-70,0,-61,-1071607685,0
SVSV-UN2020-06-03-68.220062,0,-47,0,-60,0,-52,-1071607685,0
SVSV-UN2020-06-04-84.770393,0,-51,0,-68,0,-62,-1071607685,0
SVSV-UN2020-06-05-87.109383,0,-48,0,-69,0,-59,-1071607685,0
SVSV-UN2020-06-06-123.81293,0,-39,0,-73,0,-64,-1071607685,0
SVSV-UN2020-06-07-135.65823,0,-36,0,-76,0,-62,-1071607685,0
SVSV-UN2020-06-08-72.793762,0,-43,0,-62,0,-49,-1071607685,0
SVSV-UN2020-06-09-70.379471,0,-45,0,-57,0,-54,-1071607685,0
SVSV-UN2020-06-10-68.797127,0,-44,0,-60,0,-49,-1071607685,0
SVSV-UN2020-06-11-68.87944,0,-40,0,-58,0,-46,-1071607685,0
SVSV-UN2020-06-12-78.469627,0,-39,0,-63,0,-47,-1071607685,0
SVSV-UN2020-06-13-127.54461,0,-32,0,-70,0,-56,-1071607685,0
SVSV-UN2020-06-14-181.66347,0,-24,0,-70,0,-59,-1071607685,0
SVSV-UN2020-06-15-72.241882,0,-39,0,-58,0,-47,-1071607685,0
SVSV-UN2020-06-16-59.326679,0,-37,0,-53,0,-40,-1071607685,0
SVSV-UN2020-06-17-51.525276,0,-48,0,-56,0,-43,-1071607685,0
SVSV-UN2020-06-18-59.040104,0,-43,0,-56,0,-44,-1071607685,0
SVSV-UN2020-06-19-108.6177,0,-38,0,-57,-27,-43,-1071607685,0
SVSV-UN2020-06-20-107.95444,0,-30,0,-66,0,-47,-1071607685,0
SVSV-UN2020-06-21-138.02382,0,-29,0,-66,0,-58,-1071607685,0
SVSV-UN2020-06-22-55.764465,0,-40,0,-54,0,-40,-1071607685,0
SVSV-UN2020-06-23-47.314232,0,-41,0,-47,0,-40,-1071607685,0
SVSV-UN2020-06-24-60.19981,0,-41,0,-52,0,-46,-1071607685,0
SVSV-UN2020-06-25-54.21545,0,-40,0,-50,0,-42,-1071607685,0
SVSV-UN2020-06-26-121.76616,0,-38,0,-63,-34,-37,-1071607685,0
SVSV-UN2020-06-27-90.777924,0,-32,0,-62,0,-45,-1071607685,0
SVSV-UN2020-06-28-114.54202,0,-35,0,-69,0,-56,-1071607685,0
SVSV-UN2020-06-29-107.3466,0,-40,0,-54,-34,-43,-1071607685,0
SVSV-UN2020-06-30-83.856926,0,-41,0,-49,-29,-39,-1071607685,0
SVSV-UN2020-07-01-51.038971,0,-41,0,-52,0,-39,-1071607685,0
SVSV-UN2020-07-02-65.333908,0,-41,0,-59,0,-44,-1071607685,0
SVSV-UN2020-07-03-72.154205,0,-41,0,-61,0,-47,-1071607685,0
SVSV-UN2020-07-04-92.630974,0,-40,0,-69,0,-52,-1071607685,0
SVSV-UN2020-07-05-112.57649,0,-39,0,-72,0,-59,-1071607685,0
SVSV-UN2020-07-06-108.01696,0,-42,0,-55,-39,-41,-1071607685,0
SVSV-UN2020-07-07-62.43222,0,-44,0,-58,0,-46,-1071607685,0
SVSV-UN2020-07-08-108.10976,0,-44,0,-55,-37,-47,-1071607685,0
SVSV-UN2020-07-09-120.74597,0,-44,0,-60,-40,-46,-1071607685,0
SVSV-UN2020-07-10-118.55671,0,-45,0,-61,-39,-46,-1071607685,0
SVSV-UN2020-07-11-90.160858,0,-38,0,-69,0,-48,-1071607685,0
SVSV-UN2020-07-12-115.70361,0,-39,0,-74,0,-59,-1071607685,0
SVSV-UN2020-07-13-60.904491,0,-41,0,-55,0,-44,-1071607685,0
SVSV-UN2020-07-14-59.519325,0,-43,0,-54,0,-46,-1071607685,0
SVSV-UN2020-07-15-55.677834,0,-42,0,-54,0,-42,-1071607685,0
SVSV-UN2020-07-16-98.839455,0,-43,0,-55,-36,-39,-1071607685,0
SVSV-UN2020-07-17-127.40121,0,-38,0,-60,-36,-42,-1071607685,0
SVSV-UN2020-07-18-102.10415,0,-31,0,-66,0,-46,-1071607685,0
SVSV-UN2020-07-19-103.25546,0,-34,0,-65,0,-52,-1071607685,0
SVSV-UN2020-07-20-57.711658,0,-38,0,-53,0,-40,-1071607685,0
SVSV-UN2020-07-21-96.116249,0,-40,0,-51,-35,-38,-1071607685,0
SVSV-UN2020-07-22-55.122196,0,-39,0,-52,0,-40,-1071607685,0
SVSV-UN2020-07-23-110.77441,0,-39,0,-55,-36,-40,-1071607685,0
SVSV-UN2020-07-24-68.772644,0,-35,0,-58,0,-40,-1071607685,0
