ID_Porcentajes,Copia de residential_percent_change_from_baseline,Copia de workplaces_percent_change_from_baseline,Copia de transit_stations_percent_change_from_baseline,Copia de parks_percent_change_from_baseline,Copia de grocery_and_pharmacy_percent_change_from_baseline,Copia de retail_and_recreation_percent_change_from_baseline,ErrorCode,ErrorColumn
SVSV-SA2020-08-16-821.83246,12,-23,-52,-48,-28,-52,-1071607685,0
SVSV-SA2020-08-17-0,17,-37,0,0,0,0,-1071607685,0
SVSV-SA2020-08-18-0,16,-37,0,0,0,0,-1071607685,0
SVSV-SA2020-08-19-0,18,-37,0,0,0,0,-1071607685,0
SVSV-SA2020-08-20-0,18,-38,0,0,0,0,-1071607685,0
SVSV-SA2020-08-21-0,18,-34,0,0,0,0,-1071607685,0
SVSV-SA2020-08-22-0,14,-24,0,0,0,0,-1071607685,0
SVSV-SA2020-08-23-0,13,-24,0,0,0,0,-1071607685,0
SVSV-SA2020-08-24-0,16,-34,0,0,0,0,-1071607685,0
SVSV-SA2020-08-25-0,15,-36,0,0,0,0,-1071607685,0
SVSV-SA2020-08-26-0,16,-34,0,0,0,0,-1071607685,0
SVSV-SA2020-08-27-0,16,-36,0,0,0,0,-1071607685,0
SVSV-SA2020-08-28-0,15,-31,0,0,0,0,-1071607685,0
SVSV-SA2020-08-29-0,11,-20,0,0,0,0,-1071607685,0
SVSV-SA2020-08-30-0,9,-18,0,0,0,0,-1071607685,0
SVSV-SA2020-08-31-0,13,-32,0,0,0,0,-1071607685,0
SVSV-SA2020-09-01-0,13,-34,0,0,0,0,-1071607685,0
SVSV-SA2020-09-02-0,14,-34,0,0,0,0,-1071607685,0
SVSV-SA2020-09-03-0,15,-35,0,0,0,0,-1071607685,0
SVSV-SA2020-09-04-0,15,-29,0,0,0,0,-1071607685,0
SVSV-SA2020-09-05-0,11,-22,0,0,0,0,-1071607685,0
SVSV-SA2020-09-06-0,10,-22,0,0,0,0,-1071607685,0
SVSV-SA2020-09-07-0,14,-33,0,0,0,0,-1071607685,0
SVSV-SA2020-09-08-0,13,-35,0,0,0,0,-1071607685,0
SVSV-SA2020-09-09-0,14,-33,0,0,0,0,-1071607685,0
SVSV-SA2020-09-10-0,14,-34,0,0,0,0,-1071607685,0
SVSV-SA2020-09-11-0,13,-29,0,0,0,0,-1071607685,0
SVSV-SA2020-09-12-0,10,-21,0,0,0,0,-1071607685,0
SVSV-SA2020-09-13-0,8,-20,0,0,0,0,-1071607685,0
SVSV-SA2020-09-14-0,12,-31,0,0,0,0,-1071607685,0
SVSV-SA2020-09-15-0,19,-59,0,0,0,0,-1071607685,0
SVSV-SA2020-09-16-0,12,-31,0,0,0,0,-1071607685,0
SVSV-SA2020-09-17-0,13,-32,0,0,0,0,-1071607685,0
SVSV-SA2020-09-18-0,13,-27,0,0,0,0,-1071607685,0
SVSV-SA2020-09-19-0,10,-20,0,0,0,0,-1071607685,0
SVSV-SA2020-09-20-0,9,-20,0,0,0,0,-1071607685,0
SVSV-SA2020-09-21-0,12,-31,0,0,0,0,-1071607685,0
SVSV-SA2020-09-22-0,11,-33,0,0,0,0,-1071607685,0
SVSV-SA2020-09-23-0,13,-32,0,0,0,0,-1071607685,0
SVSV-SA2020-09-24-0,14,-32,0,0,0,0,-1071607685,0
SVSV-SA2020-09-25-0,13,-28,0,0,0,0,-1071607685,0
SVSV-SA2020-09-26-0,9,-18,0,0,0,0,-1071607685,0
SVSV-SA2020-09-27-0,8,-19,0,0,0,0,-1071607685,0
SVSV-SM2020-02-151.9152025,0,5,9,3,-2,3,-1071607685,0
SVSV-SM2020-02-16-2.7559547,0,2,-2,-1,2,1,-1071607685,0
SVSV-SM2020-02-170.13763382,0,6,4,-3,2,-1,-1071607685,0
SVSV-SM2020-02-18-3.1920042,0,5,3,1,-3,-2,-1071607685,0
SVSV-SM2020-02-19-3.0385578,-1,5,8,0,-3,1,-1071607685,0
SVSV-SM2020-02-20-0,-1,3,7,-10,-1,1,-1071607685,0
SVSV-SM2020-02-211.5830352,0,12,9,-2,2,1,-1071607685,0
SVSV-SM2020-02-224.1496053,0,5,9,4,2,0,-1071607685,0
SVSV-SM2020-02-23-0.75963944,1,3,2,-1,-1,-3,-1071607685,0
SVSV-SM2020-02-24-7.1569586,0,6,7,6,-1,-3,-1071607685,0
SVSV-SM2020-02-25-7.5963945,0,4,1,7,-2,-3,-1071607685,0
SVSV-SM2020-02-26-20.510265,0,4,13,5,-5,-1,-1071607685,0
SVSV-SM2020-02-279.5760126,0,5,13,-1,4,1,-1071607685,0
SVSV-SM2020-02-283.8554134,0,13,12,-1,2,3,-1071607685,0
SVSV-SM2020-02-2924.418831,-1,6,16,1,7,2,-1071607685,0
SVSV-SM2020-03-014.8994751,-1,3,9,-1,3,-1,-1071607685,0
SVSV-SM2020-03-0211.224246,-1,9,14,-1,6,2,-1071607685,0
SVSV-SM2020-03-030,-1,6,14,-4,3,-3,-1071607685,0
SVSV-SM2020-03-045.7456074,-1,6,18,0,2,0,-1071607685,0
SVSV-SM2020-03-050,-1,5,11,-5,0,0,-1071607685,0
SVSV-SM2020-03-06-1.5721565,0,14,17,-5,-1,-1,-1071607685,0
SVSV-SM2020-03-07-1.9268734,1,5,10,-8,-3,-4,-1071607685,0
SVSV-SM2020-03-0817.091888,1,3,-7,-8,-3,-3,-1071607685,0
SVSV-SM2020-03-09-2.202141,0,6,13,-5,1,-3,-1071607685,0
SVSV-SM2020-03-10-2.2789183,-1,5,10,-6,-1,-2,-1071607685,0
SVSV-SM2020-03-1111.394591,-1,5,13,-8,11,1,-1071607685,0
SVSV-SM2020-03-1229.257475,3,-7,-6,-10,9,-4,-1071607685,0
SVSV-SM2020-03-139.6854029,5,-1,-5,-12,6,-9,-1071607685,0
SVSV-SM2020-03-1417.341862,5,1,-3,-15,4,-11,-1071607685,0
SVSV-SM2020-03-15269.12625,7,-4,-23,-18,-4,-24,-1071607685,0
SVSV-SM2020-03-16-131.65863,6,-10,-14,-16,5,-17,-1071607685,0
SVSV-SM2020-03-17-164.38127,8,-16,-20,-21,-2,-25,-1071607685,0
SVSV-SM2020-03-18-210.66263,9,-19,-22,-24,-7,-33,-1071607685,0
SVSV-SM2020-03-19-156.77657,13,-29,-34,-32,4,-39,-1071607685,0
SVSV-SM2020-03-20-511.37302,19,-33,-50,-38,-24,-50,-1071607685,0
SVSV-SM2020-03-21-619.90582,18,-33,-51,-48,-28,-58,-1071607685,0
SVSV-SM2020-03-22-428.5972,0,-51,-78,-68,-63,-83,-1071607685,0
SVSV-SM2020-03-23-565.75146,29,-61,-76,-62,-51,-75,-1071607685,0
SVSV-SM2020-03-24-532.4989,29,-65,-76,-60,-57,-79,-1071607685,0
SVSV-SM2020-03-25-528.24506,29,-64,-75,-60,-55,-77,-1071607685,0
SVSV-SM2020-03-26-516.69324,29,-65,-75,-62,-54,-77,-1071607685,0
SVSV-SM2020-03-27-586.89349,30,-60,-76,-60,-49,-75,-1071607685,0
SVSV-SM2020-03-28-620.16382,26,-56,-73,-62,-56,-76,-1071607685,0
SVSV-SM2020-03-29-447.30731,0,-46,-75,-63,-64,-81,-1071607685,0
SVSV-SM2020-03-30-418.16412,27,-59,-69,-50,-42,-66,-1071607685,0
SVSV-SM2020-03-31-403.24619,26,-60,-69,-51,-43,-67,-1071607685,0
SVSV-SM2020-04-01-410.57794,27,-61,-66,-54,-44,-68,-1071607685,0
SVSV-SM2020-04-02-457.17032,27,-60,-68,-56,-47,-70,-1071607685,0
SVSV-SM2020-04-03-563.76025,29,-56,-68,-56,-46,-71,-1071607685,0
SVSV-SM2020-04-04-602.07477,26,-53,-69,-58,-50,-72,-1071607685,0
SVSV-SM2020-04-05-452.11877,0,-44,-75,-64,-61,-78,-1071607685,0
SVSV-SM2020-04-06-410.84827,28,-61,-70,-53,-41,-65,-1071607685,0
SVSV-SM2020-04-07-476.23651,28,-65,-75,-59,-53,-74,-1071607685,0
SVSV-SM2020-04-08-472.68253,29,-66,-73,-60,-53,-74,-1071607685,0
SVSV-SM2020-04-09-484.55426,32,-74,-77,-65,-60,-79,-1071607685,0
SVSV-SM2020-04-10-325.3302,0,-78,-87,-71,-73,-85,-1071607685,0
SVSV-SM2020-04-11-333.89423,0,-70,-82,-71,-68,-82,-1071607685,0
SVSV-SM2020-04-12-428.70367,0,-52,-81,-69,-64,-81,-1071607685,0
SVSV-SM2020-04-13-498.69293,30,-62,-72,-59,-47,-70,-1071607685,0
SVSV-SM2020-04-14-479.98471,28,-61,-70,-58,-48,-71,-1071607685,0
SVSV-SM2020-04-15-474.77832,27,-59,-70,-58,-45,-69,-1071607685,0
SVSV-SM2020-04-16-430.22787,28,-61,-68,-55,-44,-67,-1071607685,0
SVSV-SM2020-04-17-642.4201,31,-55,-68,-59,-46,-69,-1071607685,0
SVSV-SM2020-04-18-692.80188,27,-53,-73,-63,-53,-73,-1071607685,0
SVSV-SM2020-04-19-443.49619,0,-49,-76,-69,-65,-81,-1071607685,0
SVSV-SM2020-04-20-474.53799,27,-56,-70,-53,-43,-64,-1071607685,0
SVSV-SM2020-04-21-475.20129,27,-59,-70,-57,-47,-68,-1071607685,0
SVSV-SM2020-04-22-495.45401,27,-58,-69,-58,-48,-68,-1071607685,0
SVSV-SM2020-04-23-478.48752,27,-59,-70,-59,-48,-66,-1071607685,0
SVSV-SM2020-04-24-560.79071,29,-54,-65,-56,-45,-65,-1071607685,0
SVSV-SM2020-04-25-640.85565,26,-53,-70,-63,-54,-70,-1071607685,0
SVSV-SM2020-04-26-460.27277,0,-46,-77,-68,-63,-79,-1071607685,0
SVSV-SM2020-04-27-476.87247,27,-54,-66,-52,-43,-61,-1071607685,0
SVSV-SM2020-04-28-385.34451,22,-56,-64,-55,-44,-62,-1071607685,0
SVSV-SM2020-04-29-431.95697,25,-55,-61,-55,-44,-63,-1071607685,0
SVSV-SM2020-04-30-396.8475,24,-55,-64,-54,-40,-60,-1071607685,0
SVSV-SM2020-05-01-493.02869,31,-66,-72,-60,-53,-73,-1071607685,0
SVSV-SM2020-05-02-667.14685,25,-48,-64,-61,-49,-67,-1071607685,0
SVSV-SM2020-05-03-433.31219,0,-43,-72,-65,-58,-74,-1071607685,0
SVSV-SM2020-05-04-403.89185,25,-51,-59,-52,-34,-56,-1071607685,0
SVSV-SM2020-05-05-378.67578,24,-54,-65,-52,-35,-58,-1071607685,0
SVSV-SM2020-05-06-363.32828,24,-54,-64,-52,-32,-58,-1071607685,0
SVSV-SM2020-05-07-671.24469,30,-65,-85,-68,-67,-81,-1071607685,0
SVSV-SM2020-05-08-868.4892,33,-60,-81,-68,-68,-82,-1071607685,0
SVSV-SM2020-05-09-841.46442,29,-57,-82,-70,-66,-82,-1071607685,0
SVSV-SM2020-05-10-482.00116,0,-41,-79,-65,-57,-76,-1071607685,0
SVSV-SM2020-05-11-587.22577,28,-60,-80,-61,-54,-74,-1071607685,0
SVSV-SM2020-05-12-572.62115,27,-62,-77,-64,-60,-77,-1071607685,0
SVSV-SM2020-05-13-573.25116,28,-62,-77,-62,-59,-76,-1071607685,0
SVSV-SM2020-05-14-464.21533,25,-60,-74,-61,-45,-71,-1071607685,0
SVSV-SM2020-05-15-692.35712,28,-54,-77,-60,-51,-74,-1071607685,0
SVSV-SM2020-05-16-797.83801,27,-53,-78,-65,-60,-78,-1071607685,0
SVSV-SM2020-05-17-505.47028,0,-42,-79,-66,-62,-80,-1071607685,0
SVSV-SM2020-05-18-566.3736,27,-56,-74,-58,-48,-71,-1071607685,0
SVSV-SM2020-05-19-514.96136,25,-57,-76,-57,-48,-71,-1071607685,0
SVSV-SM2020-05-20-554.91388,26,-57,-76,-56,-53,-72,-1071607685,0
SVSV-SM2020-05-21-516.57434,27,-58,-71,-57,-50,-70,-1071607685,0
SVSV-SM2020-05-22-737.66498,28,-50,-74,-59,-44,-71,-1071607685,0
SVSV-SM2020-05-23-848.26733,25,-46,-74,-61,-51,-73,-1071607685,0
SVSV-SM2020-05-24-530.55115,0,-39,-77,-66,-61,-79,-1071607685,0
SVSV-SM2020-05-25-645.74182,27,-53,-74,-58,-51,-70,-1071607685,0
SVSV-SM2020-05-26-498.32352,24,-54,-72,-57,-43,-68,-1071607685,0
SVSV-SM2020-05-27-486.73462,24,-54,-70,-56,-43,-68,-1071607685,0
SVSV-SM2020-05-28-520.28333,24,-54,-74,-56,-46,-69,-1071607685,0
SVSV-SM2020-05-29-808.74237,27,-48,-74,-59,-49,-71,-1071607685,0
SVSV-SM2020-05-30-805.12549,25,-49,-76,-67,-53,-75,-1071607685,0
SVSV-SM2020-05-31-500.63629,0,-45,-80,-71,-63,-82,-1071607685,0
SVSV-SM2020-06-01-640.87073,28,-58,-80,-65,-55,-72,-1071607685,0
SVSV-SM2020-06-02-509.52771,25,-57,-75,-60,-48,-68,-1071607685,0
SVSV-SM2020-06-03-424.02301,23,-52,-65,-55,-37,-61,-1071607685,0
SVSV-SM2020-06-04-544.99243,26,-56,-74,-61,-47,-69,-1071607685,0
SVSV-SM2020-06-05-769.01331,28,-51,-75,-62,-51,-71,-1071607685,0
SVSV-SM2020-06-06-833.17566,24,-44,-71,-58,-51,-70,-1071607685,0
SVSV-SM2020-06-07-568.40741,0,-28,-71,-60,-47,-69,-1071607685,0
SVSV-SM2020-06-08-518.20276,23,-47,-67,-52,-38,-61,-1071607685,0
SVSV-SM2020-06-09-521.48212,22,-49,-69,-53,-46,-64,-1071607685,0
SVSV-SM2020-06-10-471.66541,22,-49,-66,-53,-41,-61,-1071607685,0
SVSV-SM2020-06-11-422.08517,22,-48,-64,-52,-32,-58,-1071607685,0
SVSV-SM2020-06-12-650.88391,22,-41,-66,-53,-37,-60,-1071607685,0
SVSV-SM2020-06-13-994.87823,21,-36,-68,-54,-48,-64,-1071607685,0
SVSV-SM2020-06-14-652.55646,0,-25,-71,-57,-52,-69,-1071607685,0
SVSV-SM2020-06-15-432.86328,20,-43,-64,-48,-30,-54,-1071607685,0
SVSV-SM2020-06-16-318.68085,17,-41,-64,-41,-23,-46,-1071607685,0
SVSV-SM2020-06-17-250.5755,20,-55,-61,-46,-30,-49,-1071607685,0
SVSV-SM2020-06-18-392.84842,19,-44,-62,-49,-33,-51,-1071607685,0
SVSV-SM2020-06-19-522.75726,19,-37,-62,-46,-30,-51,-1071607685,0
SVSV-SM2020-06-20-930.65765,18,-30,-63,-48,-34,-56,-1071607685,0
SVSV-SM2020-06-21-530.63867,0,-26,-72,-53,-43,-62,-1071607685,0
SVSV-SM2020-06-22-346.39221,19,-43,-62,-43,-29,-46,-1071607685,0
SVSV-SM2020-06-23-327.96503,18,-44,-60,-44,-30,-48,-1071607685,0
SVSV-SM2020-06-24-333.09958,18,-44,-63,-44,-28,-49,-1071607685,0
SVSV-SM2020-06-25-320.08469,18,-43,-63,-44,-24,-47,-1071607685,0
SVSV-SM2020-06-26-494.07373,20,-38,-63,-43,-28,-50,-1071607685,0
SVSV-SM2020-06-27-811.54938,19,-32,-60,-47,-35,-54,-1071607685,0
SVSV-SM2020-06-28-516.42462,0,-25,-66,-53,-41,-62,-1071607685,0
SVSV-SM2020-06-29-379.07745,18,-41,-65,-42,-29,-48,-1071607685,0
SVSV-SM2020-06-30-277.45023,17,-44,-61,-41,-23,-47,-1071607685,0
SVSV-SM2020-07-01-318.38321,18,-44,-61,-44,-27,-48,-1071607685,0
SVSV-SM2020-07-02-377.40256,20,-44,-62,-48,-28,-50,-1071607685,0
SVSV-SM2020-07-03-522.04016,21,-39,-63,-49,-28,-50,-1071607685,0
SVSV-SM2020-07-04-716.9588,18,-32,-61,-49,-31,-52,-1071607685,0
SVSV-SM2020-07-05-491.1196,0,-30,-67,-59,-47,-65,-1071607685,0
SVSV-SM2020-07-06-409.44885,20,-45,-66,-47,-34,-52,-1071607685,0
SVSV-SM2020-07-07-382.01868,19,-46,-64,-49,-35,-52,-1071607685,0
SVSV-SM2020-07-08-368.49588,19,-46,-60,-49,-35,-52,-1071607685,0
SVSV-SM2020-07-09-398.25177,20,-48,-65,-52,-37,-54,-1071607685,0
SVSV-SM2020-07-10-606.95789,22,-41,-66,-51,-38,-54,-1071607685,0
SVSV-SM2020-07-11-807.50134,19,-33,-62,-51,-36,-55,-1071607685,0
SVSV-SM2020-07-12-478.97293,0,-29,-69,-54,-45,-63,-1071607685,0
SVSV-SM2020-07-13-380.88266,20,-45,-65,-48,-30,-50,-1071607685,0
SVSV-SM2020-07-14-334.61121,19,-46,-63,-46,-30,-49,-1071607685,0
SVSV-SM2020-07-15-374.62079,19,-45,-65,-48,-31,-51,-1071607685,0
SVSV-SM2020-07-16-334.91891,19,-45,-65,-44,-27,-49,-1071607685,0
SVSV-SM2020-07-17-522.48901,21,-40,-67,-46,-33,-49,-1071607685,0
SVSV-SM2020-07-18-791.52271,17,-30,-63,-45,-33,-53,-1071607685,0
SVSV-SM2020-07-19-446.19766,0,-29,-72,-53,-39,-60,-1071607685,0
SVSV-SM2020-07-20-377.51199,18,-43,-68,-44,-32,-48,-1071607685,0
SVSV-SM2020-07-21-367.99036,18,-44,-67,-44,-31,-51,-1071607685,0
SVSV-SM2020-07-22-396.3876,18,-43,-66,-46,-34,-50,-1071607685,0
SVSV-SM2020-07-23-367.40009,18,-43,-67,-42,-30,-50,-1071607685,0
SVSV-SM2020-07-24-502.34061,19,-36,-64,-40,-28,-48,-1071607685,0
SVSV-SM2020-07-25-646.62714,16,-31,-64,-43,-32,-51,-1071607685,0
SVSV-SM2020-07-26-462.41705,0,-27,-70,-49,-41,-59,-1071607685,0
SVSV-SM2020-07-27-368.3414,18,-42,-65,-41,-32,-47,-1071607685,0
SVSV-SM2020-07-28-382.2309,18,-43,-68,-44,-31,-50,-1071607685,0
SVSV-SM2020-07-29-296.56866,16,-43,-63,-43,-27,-45,-1071607685,0
SVSV-SM2020-07-30-309.19769,17,-44,-65,-44,-27,-46,-1071607685,0
SVSV-SM2020-07-31-455.94855,18,-36,-66,-43,-25,-45,-1071607685,0
SVSV-SM2020-08-01-710.05731,16,-28,-60,-43,-27,-47,-1071607685,0
SVSV-SM2020-08-02-420.83838,0,-27,-65,-49,-39,-56,-1071607685,0
SVSV-SM2020-08-03-308.55881,17,-43,-64,-42,-28,-44,-1071607685,0
SVSV-SM2020-08-04-254.99071,15,-44,-64,-40,-25,-43,-1071607685,0
SVSV-SM2020-08-05-282.26617,17,-48,-63,-46,-30,-47,-1071607685,0
SVSV-SM2020-08-06-306.1366,21,-61,-70,-51,-41,-57,-1071607685,0
SVSV-SM2020-08-07-405.53329,18,-41,-66,-47,-30,-48,-1071607685,0
SVSV-SM2020-08-08-660.53387,15,-30,-62,-46,-33,-51,-1071607685,0
SVSV-SM2020-08-09-498.17371,0,-26,-69,-53,-43,-58,-1071607685,0
SVSV-SM2020-08-10-361.30359,16,-40,-66,-45,-30,-44,-1071607685,0
SVSV-SM2020-08-11-284.67795,15,-42,-60,-39,-30,-44,-1071607685,0
SVSV-SM2020-08-12-317.00897,15,-40,-59,-40,-31,-45,-1071607685,0
SVSV-SM2020-08-13-322.94974,16,-41,-61,-44,-28,-45,-1071607685,0
SVSV-SM2020-08-14-493.82419,17,-34,-63,-42,-29,-45,-1071607685,0
SVSV-SM2020-08-15-791.35876,14,-24,-56,-40,-27,-45,-1071607685,0
SVSV-SM2020-08-16-403.21317,0,-25,-64,-46,-35,-52,-1071607685,0
SVSV-SM2020-08-17-0,16,-40,0,0,0,0,-1071607685,0
SVSV-SM2020-08-18-0,15,-40,0,0,0,0,-1071607685,0
SVSV-SM2020-08-19-0,15,-40,0,0,0,0,-1071607685,0
SVSV-SM2020-08-20-0,15,-40,0,0,0,0,-1071607685,0
SVSV-SM2020-08-21-0,17,-34,0,0,0,0,-1071607685,0
SVSV-SM2020-08-22-0,16,-27,0,0,0,0,-1071607685,0
SVSV-SM2020-08-23-0,0,-27,0,0,0,0,-1071607685,0
SVSV-SM2020-08-24-0,14,-36,0,0,0,0,-1071607685,0
SVSV-SM2020-08-25-0,13,-39,0,0,0,0,-1071607685,0
SVSV-SM2020-08-26-0,13,-38,0,0,0,0,-1071607685,0
SVSV-SM2020-08-27-0,14,-38,0,0,0,0,-1071607685,0
SVSV-SM2020-08-28-0,15,-32,0,0,0,0,-1071607685,0
SVSV-SM2020-08-29-0,12,-25,0,0,0,0,-1071607685,0
SVSV-SM2020-08-30-0,0,-21,0,0,0,0,-1071607685,0
SVSV-SM2020-08-31-0,12,-35,0,0,0,0,-1071607685,0
SVSV-SM2020-09-01-0,12,-37,0,0,0,0,-1071607685,0
SVSV-SM2020-09-02-0,13,-38,0,0,0,0,-1071607685,0
SVSV-SM2020-09-03-0,13,-38,0,0,0,0,-1071607685,0
SVSV-SM2020-09-04-0,14,-32,0,0,0,0,-1071607685,0
SVSV-SM2020-09-05-0,12,-25,0,0,0,0,-1071607685,0
SVSV-SM2020-09-06-0,0,-25,0,0,0,0,-1071607685,0
SVSV-SM2020-09-07-0,13,-37,0,0,0,0,-1071607685,0
SVSV-SM2020-09-08-0,11,-38,0,0,0,0,-1071607685,0
SVSV-SM2020-09-09-0,11,-37,0,0,0,0,-1071607685,0
SVSV-SM2020-09-10-0,11,-37,0,0,0,0,-1071607685,0
SVSV-SM2020-09-11-0,12,-31,0,0,0,0,-1071607685,0
SVSV-SM2020-09-12-0,10,-25,0,0,0,0,-1071607685,0
SVSV-SM2020-09-13-0,0,-26,0,0,0,0,-1071607685,0
SVSV-SM2020-09-14-0,10,-34,0,0,0,0,-1071607685,0
SVSV-SM2020-09-15-0,17,-58,0,0,0,0,-1071607685,0
SVSV-SM2020-09-16-0,10,-34,0,0,0,0,-1071607685,0
SVSV-SM2020-09-17-0,12,-36,0,0,0,0,-1071607685,0
SVSV-SM2020-09-18-0,13,-29,0,0,0,0,-1071607685,0
SVSV-SM2020-09-19-0,9,-23,0,0,0,0,-1071607685,0
SVSV-SM2020-09-20-0,0,-23,0,0,0,0,-1071607685,0
SVSV-SM2020-09-21-0,11,-35,0,0,0,0,-1071607685,0
SVSV-SM2020-09-22-0,11,-36,0,0,0,0,-1071607685,0
SVSV-SM2020-09-23-0,11,-37,0,0,0,0,-1071607685,0
SVSV-SM2020-09-24-0,12,-37,0,0,0,0,-1071607685,0
SVSV-SM2020-09-25-0,12,-31,0,0,0,0,-1071607685,0
SVSV-SM2020-09-26-0,8,-21,0,0,0,0,-1071607685,0
SVSV-SM2020-09-27-0,8,-25,0,0,0,0,-1071607685,0
SVSV-SO2020-02-15-0,-1,7,1,-2,0,0,-1071607685,0
SVSV-SO2020-02-160,0,1,2,-2,4,-3,-1071607685,0
SVSV-SO2020-02-17-2.158509,-1,9,5,-1,0,-5,-1071607685,0
SVSV-SO2020-02-184.8393016,-1,8,1,-6,-4,-4,-1071607685,0
SVSV-SO2020-02-1917.892397,0,6,-3,-7,-7,-6,-1071607685,0
SVSV-SO2020-02-209.1156731,0,4,1,-4,-8,-8,-1071607685,0
SVSV-SO2020-02-211.2617717,-1,14,-3,1,-3,-6,-1071607685,0
SVSV-SO2020-02-2214.364018,-1,6,-5,-5,-6,-3,-1071607685,0
SVSV-SO2020-02-23130.36717,0,0,-5,-10,-3,-8,-1071607685,0
SVSV-SO2020-02-244.5419159,-1,7,-1,-2,-3,-8,-1071607685,0
SVSV-SO2020-02-251.2098254,-1,8,1,-3,0,-5,-1071607685,0
SVSV-SO2020-02-269.4366379,-1,8,-5,-1,-7,-6,-1071607685,0
SVSV-SO2020-02-276.2244081,-1,6,-1,-2,-7,-6,-1071607685,0
SVSV-SO2020-02-28-0.35049212,-2,15,2,3,4,-5,-1071607685,0
SVSV-SO2020-02-29-0.43170178,-1,9,-2,-2,2,-1,-1071607685,0
SVSV-SO2020-03-01-2.2789183,0,4,1,-7,7,-5,-1071607685,0
SVSV-SO2020-03-02-1.1689463,-1,10,5,-1,2,-5,-1071607685,0
SVSV-SO2020-03-031.7534194,-2,11,-3,0,-2,-4,-1071607685,0
SVSV-SO2020-03-047.9888825,0,10,-8,-2,-2,-7,-1071607685,0
SVSV-SO2020-03-051.6937555,0,7,-5,4,-7,-7,-1071607685,0
SVSV-SO2020-03-062.1617153,-1,15,-6,3,-4,-7,-1071607685,0
SVSV-SO2020-03-0723.378925,0,9,-9,-6,-8,-8,-1071607685,0
SVSV-SO2020-03-0863.999393,0,2,-5,-6,-9,-10,-1071607685,0
SVSV-SO2020-03-092.4854302,0,10,-3,-1,1,-8,-1071607685,0
SVSV-SO2020-03-105.8279738,-2,10,-4,-5,-1,-5,-1071607685,0
SVSV-SO2020-03-110,-1,7,-1,1,9,-4,-1071607685,0
SVSV-SO2020-03-12-2.945631,4,-9,-6,5,1,-12,-1071607685,0
SVSV-SO2020-03-13-0,4,0,-4,4,4,-13,-1071607685,0
SVSV-SO2020-03-1419.42658,4,4,-8,-12,3,-12,-1071607685,0
SVSV-SO2020-03-153658.8672,0,-1,-11,-25,-2,-25,-1071607685,0
SVSV-SO2020-03-16-92.253899,6,-9,-13,-7,9,-17,-1071607685,0
SVSV-SO2020-03-17-51.115845,7,-13,-11,-11,6,-17,-1071607685,0
SVSV-SO2020-03-18-202.69235,10,-18,-19,-16,-7,-32,-1071607685,0
SVSV-SO2020-03-19-162.08138,13,-27,-27,-21,-6,-37,-1071607685,0
SVSV-SO2020-03-20-443.43649,17,-29,-38,-30,-22,-48,-1071607685,0
SVSV-SO2020-03-21-978.10492,16,-25,-39,-46,-33,-56,-1071607685,0
SVSV-SO2020-03-22-444.82202,0,-45,-69,-73,-58,-79,-1071607685,0
SVSV-SO2020-03-23-472.04672,27,-58,-66,-50,-50,-71,-1071607685,0
SVSV-SO2020-03-24-495.99283,27,-61,-68,-55,-58,-74,-1071607685,0
SVSV-SO2020-03-25-484.23877,28,-61,-67,-54,-54,-73,-1071607685,0
SVSV-SO2020-03-26-474.29025,29,-61,-64,-49,-55,-74,-1071607685,0
SVSV-SO2020-03-27-507.43716,28,-56,-64,-50,-48,-71,-1071607685,0
SVSV-SO2020-03-28-364.27173,0,-48,-66,-62,-59,-74,-1071607685,0
SVSV-SO2020-03-29-535.31305,0,-40,-71,-72,-66,-79,-1071607685,0
SVSV-SO2020-03-30-408.98792,27,-57,-60,-44,-47,-66,-1071607685,0
SVSV-SO2020-03-31-325.3689,23,-55,-57,-43,-39,-61,-1071607685,0
SVSV-SO2020-04-01-346.46805,24,-55,-55,-46,-41,-61,-1071607685,0
SVSV-SO2020-04-02-340.54587,25,-58,-55,-46,-44,-63,-1071607685,0
SVSV-SO2020-04-03-441.00623,26,-52,-55,-46,-43,-65,-1071607685,0
SVSV-SO2020-04-04-334.11066,0,-44,-57,-61,-51,-70,-1071607685,0
SVSV-SO2020-04-05-463.59885,0,-38,-61,-70,-55,-75,-1071607685,0
SVSV-SO2020-04-06-349.89841,25,-56,-61,-41,-41,-61,-1071607685,0
SVSV-SO2020-04-07-388.12839,25,-58,-59,-50,-47,-66,-1071607685,0
SVSV-SO2020-04-08-396.73926,26,-60,-61,-50,-48,-69,-1071607685,0
SVSV-SO2020-04-09-217.12958,0,-68,-64,-51,-54,-72,-1071607685,0
SVSV-SO2020-04-10-286.2785,0,-73,-78,-58,-70,-81,-1071607685,0
SVSV-SO2020-04-11-355.49899,0,-60,-75,-70,-65,-79,-1071607685,0
SVSV-SO2020-04-12-503.75775,0,-43,-71,-73,-65,-81,-1071607685,0
SVSV-SO2020-04-13-417.20111,27,-57,-62,-49,-45,-63,-1071607685,0
SVSV-SO2020-04-14-406.9032,25,-56,-59,-50,-48,-63,-1071607685,0
SVSV-SO2020-04-15-393.73566,26,-55,-58,-47,-42,-62,-1071607685,0
SVSV-SO2020-04-16-417.20111,27,-57,-62,-49,-44,-64,-1071607685,0
SVSV-SO2020-04-17-546.60034,29,-52,-57,-51,-44,-66,-1071607685,0
